id,award,year,league,playerID,pointsWon,pointsMax,votesFirst,createdAt,updatedAt
499,Cy Young,1999,NL,hamptmi01,110,160,11,,
500,Cy Young,1999,NL,hoffmtr01,1,160,0,,
501,Cy Young,1999,NL,johnsra05,134,160,20,,
502,Cy Young,1999,NL,limajo01,3,160,0,,
503,Cy Young,1999,NL,millwke01,36,160,1,,
504,Cy Young,1999,NL,wagnebi02,3,160,0,,
505,Cy Young,2000,AL,clemero02,1,140,0,,
506,Cy Young,2000,AL,hudsoti01,54,140,0,,
507,Cy Young,2000,AL,jonesto02,3,140,0,,
508,Cy Young,2000,AL,martipe02,140,140,28,,
509,Cy Young,2000,AL,mussimi01,1,140,0,,
510,Cy Young,2000,AL,pettian01,7,140,0,,
511,Cy Young,2000,AL,wellsda01,46,140,0,,
512,Cy Young,2000,NL,brownke01,4,160,0,,
513,Cy Young,2000,NL,glavito02,64,160,4,,
514,Cy Young,2000,NL,johnsra05,133,160,22,,
515,Cy Young,2000,NL,kileda01,8,160,1,,
516,Cy Young,2000,NL,maddugr01,59,160,3,,
517,Cy Young,2000,NL,nenro01,20,160,2,,
518,Cy Young,2001,AL,clemero02,122,140,21,,
519,Cy Young,2001,AL,garcifr02,55,140,4,,
520,Cy Young,2001,AL,hudsoti01,1,140,0,,
521,Cy Young,2001,AL,moyerja01,12,140,1,,
522,Cy Young,2001,AL,muldema01,60,140,2,,
523,Cy Young,2001,AL,mussimi01,2,140,0,,
524,Cy Young,2001,NL,johnsra05,156,160,30,,
525,Cy Young,2001,NL,liebejo01,2,160,0,,
526,Cy Young,2001,NL,morrima01,31,160,0,,
527,Cy Young,2001,NL,oswalro01,1,160,0,,
528,Cy Young,2001,NL,schilcu01,98,160,2,,
529,Cy Young,2002,AL,lowede01,41,140,0,,
530,Cy Young,2002,AL,martipe02,96,140,11,,
531,Cy Young,2002,AL,washbja01,1,140,0,,
532,Cy Young,2002,AL,zitoba01,114,140,17,,
533,Cy Young,2002,NL,colonba01,1,160,0,,
534,Cy Young,2002,NL,gagneer01,8,160,0,,
535,Cy Young,2002,NL,johnsra05,160,160,32,,
536,Cy Young,2002,NL,oswalro01,8,160,0,,
537,Cy Young,2002,NL,schilcu01,90,160,0,,
538,Cy Young,2002,NL,smoltjo01,21,160,0,,
539,Cy Young,2003,AL,foulkke01,1,140,0,,
540,Cy Young,2003,AL,hallaro01,136,140,26,,
541,Cy Young,2003,AL,hudsoti01,15,140,0,,
542,Cy Young,2003,AL,loaizes01,63,140,2,,
543,Cy Young,2003,AL,martipe02,20,140,0,,
544,Cy Young,2003,AL,moyerja01,12,140,0,,
545,Cy Young,2003,AL,pettian01,4,140,0,,
546,Cy Young,2003,AL,santajo01,1,140,0,,
547,Cy Young,2003,NL,gagneer01,146,160,28,,
548,Cy Young,2003,NL,ortizru01,9,160,0,,
549,Cy Young,2003,NL,priorma01,60,160,2,,
550,Cy Young,2003,NL,schmija01,73,160,2,,
551,Cy Young,2004,AL,martipe02,1,140,0,,
552,Cy Young,2004,AL,nathajo01,1,140,0,,
553,Cy Young,2004,AL,riverma01,27,140,0,,
554,Cy Young,2004,AL,rodrifr03,1,140,0,,
555,Cy Young,2004,AL,santajo01,140,140,28,,
556,Cy Young,2004,AL,schilcu01,82,140,0,,
557,Cy Young,2004,NL,clemero02,140,160,23,,
558,Cy Young,2004,NL,gagneer01,3,160,0,,
559,Cy Young,2004,NL,johnsra05,97,160,8,,
560,Cy Young,2004,NL,lidgebr01,1,160,0,,
561,Cy Young,2004,NL,oswalro01,19,160,1,,
562,Cy Young,2004,NL,pavanca01,6,160,0,,
563,Cy Young,2004,NL,schmija01,13,160,0,,
564,Cy Young,2004,NL,sheetbe01,1,160,0,,
565,Cy Young,2004,NL,zambrca01,8,160,0,,
566,Cy Young,2005,AL,buehrma01,5,140,0,,
567,Cy Young,2005,AL,colonba01,118,140,17,,
568,Cy Young,2005,AL,garlajo01,1,140,0,,
569,Cy Young,2005,AL,leecl02,8,140,0,,
570,Cy Young,2005,AL,millwke01,1,140,0,,
571,Cy Young,2005,AL,riverma01,68,140,8,,
572,Cy Young,2005,AL,santajo01,51,140,3,,
573,Cy Young,2005,NL,carpech01,132,160,19,,
574,Cy Young,2005,NL,clemero02,40,160,2,,
575,Cy Young,2005,NL,cordech01,1,160,0,,
576,Cy Young,2005,NL,oswalro01,2,160,0,,
577,Cy Young,2005,NL,pettian01,1,160,0,,
578,Cy Young,2005,NL,willido03,112,160,11,,
579,Cy Young,2006,AL,hallaro01,48,140,0,,
580,Cy Young,2006,AL,nathajo01,3,140,0,,
581,Cy Young,2006,AL,rodrifr03,5,140,0,,
582,Cy Young,2006,AL,rogerke01,3,140,0,,
583,Cy Young,2006,AL,santajo01,140,140,28,,
584,Cy Young,2006,AL,verlaju01,2,140,0,,
585,Cy Young,2006,AL,wangch01,51,140,0,,
586,Cy Young,2006,NL,carpech01,63,160,2,,
587,Cy Young,2006,NL,hoffmtr01,77,160,12,,
588,Cy Young,2006,NL,oswalro01,31,160,3,,
589,Cy Young,2006,NL,saitota01,1,160,0,,
590,Cy Young,2006,NL,smoltjo01,3,160,0,,
591,Cy Young,2006,NL,wagnebi02,4,160,0,,
592,Cy Young,2006,NL,webbbr01,103,160,15,,
593,Cy Young,2006,NL,zambrca01,6,160,0,,
594,Cy Young,2007,AL,beckejo02,86,140,8,,
595,Cy Young,2007,AL,bedarer01,1,140,0,,
596,Cy Young,2007,AL,carmofa01,7,140,0,,
597,Cy Young,2007,AL,hallaro01,1,140,0,,
598,Cy Young,2007,AL,lackejo01,36,140,1,,
599,Cy Young,2007,AL,sabatcc01,119,140,19,,
600,Cy Young,2007,AL,santajo01,1,140,0,,
601,Cy Young,2007,AL,verlaju01,1,140,0,,
602,Cy Young,2007,NL,francje01,1,160,0,,
603,Cy Young,2007,NL,hamelco01,2,160,0,,
604,Cy Young,2007,NL,haranaa01,10,160,0,,
605,Cy Young,2007,NL,peavyja01,160,160,32,,
606,Cy Young,2007,NL,pennybr01,14,160,0,,
607,Cy Young,2007,NL,smoltjo01,2,160,0,,
608,Cy Young,2007,NL,valvejo01,2,160,0,,
609,Cy Young,2007,NL,webbbr01,94,160,0,,
610,Cy Young,2007,NL,zambrca01,3,160,0,,
611,Cy Young,2008,AL,hallaro01,71,140,4,,
612,Cy Young,2008,AL,leecl02,132,140,24,,
613,Cy Young,2008,AL,matsuda01,10,140,0,,
614,Cy Young,2008,AL,mussimi01,2,140,0,,
615,Cy Young,2008,AL,riverma01,3,140,0,,
616,Cy Young,2008,AL,rodrifr03,32,140,0,,
617,Cy Young,2008,AL,santaer01,2,140,0,,
618,Cy Young,2008,NL,dempsry01,4,160,0,,
619,Cy Young,2008,NL,lidgebr01,10,160,0,,
620,Cy Young,2008,NL,linceti01,137,160,23,,
621,Cy Young,2008,NL,sabatcc01,9,160,1,,
622,Cy Young,2008,NL,santajo01,55,160,4,,
623,Cy Young,2008,NL,webbbr01,73,160,4,,
624,Cy Young,2009,AL,greinza01,134,140,25,,
625,Cy Young,2009,AL,hallaro01,11,140,0,,
626,Cy Young,2009,AL,hernafe02,80,140,2,,
627,Cy Young,2009,AL,sabatcc01,13,140,0,,
628,Cy Young,2009,AL,verlaju01,14,140,1,,
629,Cy Young,2009,NL,carpech01,94,160,9,,
630,Cy Young,2009,NL,harenda01,1,160,0,,
631,Cy Young,2009,NL,linceti01,100,160,11,,
632,Cy Young,2009,NL,vazquja01,3,160,0,,
633,Cy Young,2009,NL,wainwad01,90,160,12,,
634,Cy Young,2010,AL,buchhcl01,20,196,0,,
635,Cy Young,2010,AL,cahiltr01,4,196,0,,
636,Cy Young,2010,AL,hernafe02,167,196,21,,
637,Cy Young,2010,AL,leecl02,6,196,0,,
638,Cy Young,2010,AL,lestejo01,33,196,0,,
639,Cy Young,2010,AL,liriafr01,1,196,0,,
640,Cy Young,2010,AL,priceda01,111,196,4,,
641,Cy Young,2010,AL,sabatcc01,102,196,3,,
642,Cy Young,2010,AL,soriajo01,2,196,0,,
643,Cy Young,2010,AL,soriara01,5,196,0,,
644,Cy Young,2010,AL,verlaju01,1,196,0,,
645,Cy Young,2010,AL,weaveje02,24,196,0,,
646,Cy Young,2010,NL,arroybr01,1,224,0,,
647,Cy Young,2010,NL,bellhe01,4,224,0,,
648,Cy Young,2010,NL,cainma01,1,224,0,,
649,Cy Young,2010,NL,hallaro01,224,224,32,,
650,Cy Young,2010,NL,hudsoti01,39,224,0,,
651,Cy Young,2010,NL,jimenub01,90,224,0,,
652,Cy Young,2010,NL,johnsjo09,34,224,0,,
653,Cy Young,2010,NL,latosma01,4,224,0,,
654,Cy Young,2010,NL,linceti01,2,224,0,,
655,Cy Young,2010,NL,myersbr01,2,224,0,,
656,Cy Young,2010,NL,oswalro01,14,224,0,,
657,Cy Young,2010,NL,wainwad01,122,224,0,,
658,Cy Young,2010,NL,wilsobr01,7,224,0,,
659,Cy Young,2011,AL,verlaju01,196,196,28,,
660,Cy Young,2011,AL,weaveje02,97,196,0,,
661,Cy Young,2011,AL,shielja02,66,196,0,,
662,Cy Young,2011,AL,sabatcc01,63,196,0,,
663,Cy Young,2011,AL,valvejo01,28,196,0,,
664,Cy Young,2011,AL,wilsocj01,9,196,0,,
665,Cy Young,2011,AL,harenda01,7,196,0,,
666,Cy Young,2011,AL,riverma01,4,196,0,,
667,Cy Young,2011,AL,beckejo02,3,196,0,,
668,Cy Young,2011,AL,romerri01,2,196,0,,
669,Cy Young,2011,AL,roberda08,1,196,0,,
670,Cy Young,2011,NL,kershcl01,207,224,27,,
671,Cy Young,2011,NL,hallaro01,133,224,4,,
672,Cy Young,2011,NL,leecl02,90,224,0,,
673,Cy Young,2011,NL,kenneia01,76,224,1,,
674,Cy Young,2011,NL,hamelco01,17,224,0,,
675,Cy Young,2011,NL,linceti01,7,224,0,,
676,Cy Young,2011,NL,gallayo01,5,224,0,,
677,Cy Young,2011,NL,cainma01,3,224,0,,
678,Cy Young,2011,NL,axforjo01,2,224,0,,
679,Cy Young,2011,NL,kimbrcr01,2,224,0,,
680,Cy Young,2011,NL,bumgama01,1,224,0,,
681,Cy Young,2011,NL,vogelry01,1,224,0,,
682,MVP,1911,AL,austiji01,2,64,0,,
683,MVP,1911,AL,bakerfr01,8,64,0,,
684,MVP,1911,AL,barryja01,3,64,0,,
685,MVP,1911,AL,bushdo01,4,64,0,,
686,MVP,1911,AL,cobbty01,64,64,8,,
687,MVP,1911,AL,collied01,32,64,0,,
688,MVP,1911,AL,coombja01,6,64,0,,
689,MVP,1911,AL,crawfsa01,4,64,0,,
690,MVP,1911,AL,creebi01,16,64,0,,
691,MVP,1911,AL,fordru01,3,64,0,,
692,MVP,1911,AL,greggve01,9,64,0,,
693,MVP,1911,AL,jacksjo01,28,64,0,,
694,MVP,1911,AL,johnswa01,19,64,0,,
695,MVP,1911,AL,knighjo02,4,64,0,,
696,MVP,1911,AL,lajoina01,5,64,0,,
697,MVP,1911,AL,laporfr01,2,64,0,,
698,MVP,1911,AL,lordbr01,4,64,0,,
699,MVP,1911,AL,mcbrige01,1,64,0,,
700,MVP,1911,AL,mcinnst01,1,64,0,,
701,MVP,1911,AL,milancl01,10,64,0,,
702,MVP,1911,AL,speaktr01,16,64,0,,
703,MVP,1911,AL,thomair01,12,64,0,,
704,MVP,1911,AL,walshed01,35,64,0,,
705,MVP,1911,NL,adamsba01,1,64,0,,
706,MVP,1911,NL,alexape01,23,64,,,
707,MVP,1911,NL,archeji01,5,64,0,,
708,MVP,1911,NL,beschbo01,4,64,0,,
709,MVP,1911,NL,brownmo01,4,64,0,,
710,MVP,1911,NL,daubeja01,16,64,,,
711,MVP,1911,NL,devorjo01,2,64,0,,
712,MVP,1911,NL,doolami01,6,64,0,,
713,MVP,1911,NL,doylela01,23,64,,,
714,MVP,1911,NL,gibsoge01,4,64,0,,
715,MVP,1911,NL,harmobo01,6,64,0,,
716,MVP,1911,NL,hoblidi01,2,64,0,,
717,MVP,1911,NL,huggimi01,21,64,,,
718,MVP,1911,NL,klingjo01,1,64,0,,
719,MVP,1911,NL,knabeot01,2,64,0,,
720,MVP,1911,NL,koneted01,2,64,0,,
721,MVP,1911,NL,loberha01,4,64,0,,
722,MVP,1911,NL,luderfr01,1,64,0,,
723,MVP,1911,NL,marquru01,19,64,,,
724,MVP,1911,NL,mathech01,25,64,,,
725,MVP,1911,NL,merklfr01,19,64,,,
726,MVP,1911,NL,meyerch01,11,64,,,
727,MVP,1911,NL,mitchmi01,9,64,,,
728,MVP,1911,NL,ruckena01,1,64,0,,
729,MVP,1911,NL,schulfr01,29,64,,,
730,MVP,1911,NL,sheckji01,9,64,0,,
731,MVP,1911,NL,sweenbi02,3,64,0,,
732,MVP,1911,NL,tinkejo01,11,64,,,
733,MVP,1911,NL,wagneho01,23,64,,,
734,MVP,1911,NL,walshji01,2,64,0,,
735,MVP,1912,AL,bakerfr01,17,64,,,
736,MVP,1912,AL,barryja01,4,64,0,,
737,MVP,1912,AL,birmijo01,2,64,0,,
738,MVP,1912,AL,carribi02,3,64,0,,
739,MVP,1912,AL,cobbty01,17,64,,,
740,MVP,1912,AL,collied01,18,64,,,
741,MVP,1912,AL,crawfsa01,4,64,0,,
742,MVP,1912,AL,daniebe01,1,64,0,,
743,MVP,1912,AL,fosteed02,4,64,0,,
744,MVP,1912,AL,gandich01,7,64,0,,
745,MVP,1912,AL,gardnla01,4,64,0,,
746,MVP,1912,AL,jacksjo01,16,64,,,
747,MVP,1912,AL,johnswa01,28,64,,,
748,MVP,1912,AL,mcbrige01,1,64,0,,
749,MVP,1912,AL,mcinnst01,1,64,0,,
750,MVP,1912,AL,milancl01,23,64,,,
751,MVP,1912,AL,moellda01,1,64,0,,
752,MVP,1912,AL,moriage02,3,64,0,,
753,MVP,1912,AL,prattde01,5,64,0,,
754,MVP,1912,AL,shottbu01,6,64,0,,
755,MVP,1912,AL,speaktr01,59,64,,,
756,MVP,1912,AL,wagnehe01,12,64,,,
757,MVP,1912,AL,walshed01,30,64,,,
758,MVP,1912,AL,woodjo02,22,64,,,
759,MVP,1912,NL,alexape01,1,64,0,,
760,MVP,1912,NL,archeji01,1,64,0,,
761,MVP,1912,NL,beschbo01,17,64,,,
762,MVP,1912,NL,daubeja01,13,64,,,
763,MVP,1912,NL,doylela01,48,64,,,
764,MVP,1912,NL,eversjo01,2,64,0,,
765,MVP,1912,NL,hendrcl01,2,64,0,,
766,MVP,1912,NL,huggimi01,5,64,0,,
767,MVP,1912,NL,knabeot01,10,64,,,
768,MVP,1912,NL,koneted01,8,64,,,
769,MVP,1912,NL,marquru01,13,64,,,
770,MVP,1912,NL,marsaar01,4,64,0,,
771,MVP,1912,NL,mathech01,8,64,,,
772,MVP,1912,NL,merklfr01,4,64,0,,
773,MVP,1912,NL,meyerch01,25,64,,,
774,MVP,1912,NL,murrare01,5,64,0,,
775,MVP,1912,NL,paskedo01,6,64,0,,
776,MVP,1912,NL,sweenbi02,16,64,,,
777,MVP,1912,NL,tesreje01,6,64,0,,
778,MVP,1912,NL,tinkejo01,22,64,,,
779,MVP,1912,NL,wagneho01,43,64,,,
780,MVP,1912,NL,wilsoch01,13,64,,,
781,MVP,1912,NL,zimmehe01,16,64,,,
782,MVP,1913,AL,bakerfr01,21,64,,,
783,MVP,1913,AL,barryja01,8,64,,,
784,MVP,1913,AL,bendech01,2,64,0,,
785,MVP,1913,AL,bushdo01,6,64,0,,
786,MVP,1913,AL,cobbty01,3,64,0,,
787,MVP,1913,AL,collied01,30,64,,,
788,MVP,1913,AL,crawfsa01,5,64,0,,
789,MVP,1913,AL,gandich01,14,64,,,
790,MVP,1913,AL,hoopeha01,1,64,0,,
791,MVP,1913,AL,jacksjo01,43,64,,,
792,MVP,1913,AL,johnswa01,54,64,,,
793,MVP,1913,AL,lajoina01,7,64,0,,
794,MVP,1913,AL,mcbrige01,5,64,0,,
795,MVP,1913,AL,mcinnst01,12,64,,,
796,MVP,1913,AL,milancl01,8,64,0,,
797,MVP,1913,AL,oneilst01,1,64,0,,
798,MVP,1913,AL,russere01,5,64,0,,
799,MVP,1913,AL,schalra01,3,64,0,,
800,MVP,1913,AL,schanwa01,11,64,,,
801,MVP,1913,AL,scottji01,5,64,0,,
802,MVP,1913,AL,shottbu01,5,64,0,,
803,MVP,1913,AL,speaktr01,26,64,,,
804,MVP,1913,AL,stovage01,5,64,0,,
805,MVP,1913,AL,turnete01,2,64,0,,
806,MVP,1913,AL,wagnehe01,6,64,0,,
807,MVP,1913,NL,adamsba01,3,64,0,,
808,MVP,1913,NL,archeji01,6,64,0,,
809,MVP,1913,NL,brownmo01,1,64,0,,
810,MVP,1913,NL,burnsge01,2,64,0,,
811,MVP,1913,NL,chenela01,12,64,,,
812,MVP,1913,NL,cravaga01,40,64,,,
813,MVP,1913,NL,cutshge01,3,64,0,,
814,MVP,1913,NL,daubeja01,50,64,,,
815,MVP,1913,NL,doolami01,6,64,0,,
816,MVP,1913,NL,doylela01,5,64,0,,
817,MVP,1913,NL,eversjo01,10,64,,,
818,MVP,1913,NL,fletcar01,7,64,0,,
819,MVP,1913,NL,humphbe01,2,64,0,,
820,MVP,1913,NL,knabeot01,4,64,0,,
821,MVP,1913,NL,maranra01,23,64,,,
822,MVP,1913,NL,marsaar01,2,64,0,,
823,MVP,1913,NL,mathech01,21,64,,,
824,MVP,1913,NL,meyerch01,20,64,,,
825,MVP,1913,NL,milledo02,11,64,,,
826,MVP,1913,NL,murrare01,4,64,0,,
827,MVP,1913,NL,saiervi01,15,64,,,
828,MVP,1913,NL,seatoto01,9,64,,,
829,MVP,1913,NL,shafeti01,5,64,0,,
830,MVP,1913,NL,sweenbi02,6,64,0,,
831,MVP,1913,NL,vioxji01,6,64,0,,
832,MVP,1913,NL,wagneho01,11,64,,,
833,MVP,1913,NL,zimmehe01,4,64,0,,
834,MVP,1914,AL,agnewsa01,2,64,0,,
835,MVP,1914,AL,bakerfr01,17,64,,,
836,MVP,1914,AL,barryja01,6,64,0,,
837,MVP,1914,AL,bushdo01,17,64,,,
838,MVP,1914,AL,cicoted01,1,64,0,,
839,MVP,1914,AL,cobbty01,7,64,0,,
840,MVP,1914,AL,collied01,63,64,7,,
841,MVP,1914,AL,crawfsa01,35,64,,,
842,MVP,1914,AL,fosteed02,11,64,,,
843,MVP,1914,AL,hartzro01,2,64,0,,
844,MVP,1914,AL,hoopeha01,4,64,0,,
845,MVP,1914,AL,jacksjo01,15,64,,,
846,MVP,1914,AL,leonadu01,6,64,0,,
847,MVP,1914,AL,lewisdu01,4,64,0,,
848,MVP,1914,AL,maisefr01,3,64,0,,
849,MVP,1914,AL,mcbrige01,5,64,0,,
850,MVP,1914,AL,mcinnst01,11,64,,,
851,MVP,1914,AL,milancl01,2,64,0,,
852,MVP,1914,AL,moriage02,1,64,0,,
853,MVP,1914,AL,peckiro01,2,64,0,,
854,MVP,1914,AL,planked01,5,64,0,,
855,MVP,1914,AL,prattde01,10,64,,,
856,MVP,1914,AL,schalra01,13,64,,,
857,MVP,1914,AL,schanwa01,10,64,,,
858,MVP,1914,AL,scottev01,7,64,0,,
859,MVP,1914,AL,speaktr01,9,64,,,
860,MVP,1914,AL,walketi01,9,64,,,
861,MVP,1914,AL,weavebu01,11,64,,,
862,MVP,1914,NL,alexape01,9,64,,,
863,MVP,1914,NL,bresnro01,6,64,0,,
864,MVP,1914,NL,burnsge01,31,64,,,
865,MVP,1914,NL,clarkto01,1,64,0,,
866,MVP,1914,NL,cravaga01,1,64,0,,
867,MVP,1914,NL,daubeja01,4,64,0,,
868,MVP,1914,NL,doakbi01,5,64,0,,
869,MVP,1914,NL,eversjo01,50,64,,,
870,MVP,1914,NL,fletcar01,5,64,0,,
871,MVP,1914,NL,grohhe01,2,64,0,,
872,MVP,1914,NL,jamesbi02,33,64,,,
873,MVP,1914,NL,mageele01,6,64,0,,
874,MVP,1914,NL,mageesh01,14,64,,,
875,MVP,1914,NL,maranra01,44,64,,,
876,MVP,1914,NL,mathech01,4,64,0,,
877,MVP,1914,NL,mccarle01,3,64,0,,
878,MVP,1914,NL,milledo02,18,64,,,
879,MVP,1914,NL,rudoldi01,14,64,,,
880,MVP,1914,NL,saiervi01,4,64,0,,
881,MVP,1914,NL,schmibu01,4,64,0,,
882,MVP,1914,NL,tesreje01,15,64,,,
883,MVP,1914,NL,vioxji01,5,64,0,,
884,MVP,1914,NL,wheatza01,10,64,,,
885,MVP,1922,AL,bassljo01,13,64,,,
886,MVP,1922,AL,bluelu01,11,64,,,
887,MVP,1922,AL,burnsge02,2,64,0,,
888,MVP,1922,AL,bushjo01,19,64,,,
889,MVP,1922,AL,collied01,18,64,,,
890,MVP,1922,AL,cutshge01,1,64,0,,
891,MVP,1922,AL,dykesji01,2,64,0,,
892,MVP,1922,AL,galloch01,10,64,,,
893,MVP,1922,AL,harribu01,2,64,0,,
894,MVP,1922,AL,heilmha01,8,64,,,
895,MVP,1922,AL,jamiech01,4,64,0,,
896,MVP,1922,AL,johnswa01,5,64,0,,
897,MVP,1922,AL,judgejo01,12,64,,,
898,MVP,1922,AL,meusebo01,6,64,0,,
899,MVP,1922,AL,oneilst01,13,64,,,
900,MVP,1922,AL,peckiro01,2,64,0,,
901,MVP,1922,AL,perkicy01,1,64,0,,
902,MVP,1922,AL,pippwa01,12,64,,,
903,MVP,1922,AL,prattde01,7,64,0,,
904,MVP,1922,AL,rommeed01,31,64,,,
905,MVP,1922,AL,schalra01,26,64,,,
906,MVP,1922,AL,schanwa01,7,64,0,,
907,MVP,1922,AL,scottev01,6,64,0,,
908,MVP,1922,AL,seweljo01,4,64,0,,
909,MVP,1922,AL,shockur01,5,64,0,,
910,MVP,1922,AL,sislege01,59,64,,,
911,MVP,1922,AL,wambsbi01,2,64,0,,
912,MVP,1923,AL,bassljo01,17,64,0,,
913,MVP,1923,AL,burnsge02,8,64,0,,
914,MVP,1923,AL,collied01,37,64,0,,
915,MVP,1923,AL,ehmkeho01,7,64,0,,
916,MVP,1923,AL,galloch01,13,64,0,,
917,MVP,1923,AL,gerbewa01,20,64,0,,
918,MVP,1923,AL,harribu01,3,64,0,,
919,MVP,1923,AL,harrijo03,3,64,0,,
920,MVP,1923,AL,hausejo01,1,64,0,,
921,MVP,1923,AL,heilmha01,31,64,0,,
922,MVP,1923,AL,jamiech01,19,64,0,,
923,MVP,1923,AL,johnswa01,1,64,0,,
924,MVP,1923,AL,judgejo01,4,64,0,,
925,MVP,1923,AL,mcmanma01,4,64,0,,
926,MVP,1923,AL,peckiro01,6,64,0,,
927,MVP,1923,AL,perkicy01,1,64,0,,
928,MVP,1923,AL,ruelmu01,7,64,0,,
929,MVP,1923,AL,ruthba01,64,64,8,,
930,MVP,1923,AL,seweljo01,20,64,0,,
931,MVP,1923,AL,shockur01,5,64,0,,
932,MVP,1923,AL,uhlege01,13,64,0,,
933,MVP,1923,AL,willike01,4,64,0,,
934,MVP,1924,AL,bassljo01,22,64,,,
935,MVP,1924,AL,bluelu01,3,64,0,,
936,MVP,1924,AL,booneik01,2,64,0,,
937,MVP,1924,AL,collied01,49,64,,,
938,MVP,1924,AL,ehmkeho01,5,64,0,,
939,MVP,1924,AL,flagsir01,5,64,0,,
940,MVP,1924,AL,galloch01,1,64,0,,
941,MVP,1924,AL,gerbewa01,4,64,0,,
942,MVP,1924,AL,harrijo03,2,64,0,,
943,MVP,1924,AL,hausejo01,13,64,,,
944,MVP,1924,AL,heilmha01,9,64,,,
945,MVP,1924,AL,jacobba01,11,64,,,
946,MVP,1924,AL,jamiech01,25,64,,,
947,MVP,1924,AL,johnswa01,55,64,,,
948,MVP,1924,AL,pennohe01,24,64,,,
949,MVP,1924,AL,pippwa01,6,64,0,,
950,MVP,1924,AL,ruelmu01,7,64,0,,
951,MVP,1924,AL,schanwa01,7,64,0,,
952,MVP,1924,AL,severha01,17,64,,,
953,MVP,1924,AL,seweljo01,9,64,,,
954,MVP,1924,AL,simmoal01,7,64,0,,
955,MVP,1924,AL,whiteea01,4,64,0,,
956,MVP,1924,AL,willike01,1,64,0,,
957,MVP,1924,NL,alexape01,1,80,0,,
958,MVP,1924,NL,bottoji01,4,80,0,,
959,MVP,1924,NL,bressru01,6,80,0,,
960,MVP,1924,NL,careyma01,3,80,0,,
961,MVP,1924,NL,cuyleki01,25,80,,,
962,MVP,1924,NL,deberha01,1,80,0,,
963,MVP,1924,NL,fournja01,21,80,,,
964,MVP,1924,NL,friscfr01,40,80,,,
965,MVP,1924,NL,grimebu01,5,80,0,,
966,MVP,1924,NL,hartnga01,5,80,0,,
967,MVP,1924,NL,highan01,9,80,0,,
968,MVP,1924,NL,hornsro01,62,80,,,
969,MVP,1924,NL,jackstr01,3,80,0,,
970,MVP,1924,NL,johnsji01,3,80,0,,
971,MVP,1924,NL,kellyge01,34,80,,,
972,MVP,1924,NL,maranra01,33,80,,,
973,MVP,1924,NL,pinelba01,7,80,0,,
974,MVP,1924,NL,rixeyep01,1,80,0,,
975,MVP,1924,NL,roushed01,12,80,,,
976,MVP,1924,NL,vanceda01,74,80,,,
977,MVP,1924,NL,wheatza01,40,80,,,
978,MVP,1924,NL,willicy01,1,80,0,,
979,MVP,1924,NL,wrighgl01,10,80,,,
980,MVP,1924,NL,ydeem01,2,80,0,,
981,MVP,1924,NL,youngro01,35,80,,,
982,MVP,1925,AL,bengobe01,2,64,0,,
983,MVP,1925,AL,bluegos01,8,64,,,
984,MVP,1925,AL,bluelu01,7,64,0,,
985,MVP,1925,AL,booneik01,1,64,0,,
986,MVP,1925,AL,burnsge02,4,64,0,,
987,MVP,1925,AL,cochrmi01,8,64,,,
988,MVP,1925,AL,combsea01,6,64,0,,
989,MVP,1925,AL,covelst01,7,64,0,,
990,MVP,1925,AL,duganjo01,1,64,0,,
991,MVP,1925,AL,ehmkeho01,2,64,0,,
992,MVP,1925,AL,flagsir01,10,64,,,
993,MVP,1925,AL,gehrilo01,2,64,0,,
994,MVP,1925,AL,heilmha01,20,64,,,
995,MVP,1925,AL,jacobba01,10,64,,,
996,MVP,1925,AL,kammwi01,7,64,0,,
997,MVP,1925,AL,lyonste01,5,64,0,,
998,MVP,1925,AL,mcmanma01,4,64,0,,
999,MVP,1925,AL,meusebo01,6,64,0,,
1000,MVP,1925,AL,mostijo01,10,64,,,
1001,MVP,1925,AL,peckiro01,45,64,,,
1002,MVP,1925,AL,pennohe01,4,64,0,,
1003,MVP,1925,AL,riceha01,18,64,,,
1004,MVP,1925,AL,rommeed01,7,64,0,,
1005,MVP,1925,AL,schalra01,7,64,0,,
1006,MVP,1925,AL,seweljo01,21,64,,,
1007,MVP,1925,AL,sheelea01,17,64,,,
1008,MVP,1925,AL,simmoal01,41,64,,,
1009,MVP,1925,AL,todtph01,1,64,0,,
1010,MVP,1925,AL,wingoal01,7,64,0,,
1011,MVP,1925,NL,aldrivi01,1,80,0,,
1012,MVP,1925,NL,bancrda01,41,80,,,
1013,MVP,1925,NL,bottoji01,28,80,,,
1014,MVP,1925,NL,careyma01,11,80,,,
1015,MVP,1925,NL,cuyleki01,61,80,,,
1016,MVP,1925,NL,donohpe01,4,80,0,,
1017,MVP,1925,NL,friscfr01,13,80,,,
1018,MVP,1925,NL,gautrdo01,2,80,0,,
1019,MVP,1925,NL,grimmch01,5,80,0,,
1020,MVP,1925,NL,hargrbu01,4,80,0,,
1021,MVP,1925,NL,harpege02,3,80,0,,
1022,MVP,1925,NL,hornsro01,73,80,,,
1023,MVP,1925,NL,kellyge01,52,80,,,
1024,MVP,1925,NL,luquedo01,5,80,0,,
1025,MVP,1925,NL,meuseir01,6,80,0,,
1026,MVP,1925,NL,roushed01,12,80,,,
1027,MVP,1925,NL,sandhe01,3,80,0,,
1028,MVP,1925,NL,traynpi01,27,80,,,
